Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+	# unique markers (of 43)	# multi-copy	Insertion branch UID	Taxonomy (contained)	Taxonomy (sister lineage)	GC	Genome size (Mbp)	Gene count	Coding density	Translation table	# descendant genomes	Lineage: GC mean	Lineage: GC std	Lineage: genome size (Mbp) mean	Lineage: genome size (Mbp) std	Lineage: gene count mean	Lineage: gene count std
KR11_S3.co.37	k__Bacteria (UID203)	5449	104	58	9.31	0.00	0.00	955444	0	339	339	2709	2709	2818	2818	8094	8094	66.9422802383	3.05	0.900243237699	11	1193	94	10	0	0	0	0	6	0	UID3320	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium	s__Novosphingobium_nitrogenifigens	66.9422802383	0.955444	1193	0.900243237699	11	5	64.110177258	0.597323307336	4.31066	0.534226701365	3977.8	420.428067569
KR11_S3.co.30	root (UID1)	5656	56	24	0.00	0.00	0.00	255687	0	52	52	6796	6796	4917	4917	25918	25918	42.1206396884	7.86	0.918431519788	11	410	56	0	0	0	0	0	0	0	NA	NA	unresolved	42.1206396884	0.255687	410	0.918431519788	11	NA	NA	NA	NA	NA	NA	NA
KR11_S3.co.31	k__Bacteria (UID2495)	2993	143	89	88.32	1.12	100.00	1960635	0	202	202	13434	13434	9706	9706	51022	51022	48.1728623635	4.30	0.947250763146	11	1913	12	130	1	0	0	0	40	0	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	48.1728623635	1.960635	1913	0.947250763146	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
KR11_S3.co.32	root (UID1)	5656	56	24	0.00	0.00	0.00	35579	0	1	1	35579	35579	35579	35579	35579	35579	48.3262598724	0.00	0.913010483712	11	43	56	0	0	0	0	0	0	0	NA	NA	unresolved	48.3262598724	0.035579	43	0.913010483712	11	NA	NA	NA	NA	NA	NA	NA
KR11_S3.co.33	k__Bacteria (UID2495)	2993	147	91	55.50	1.30	0.00	611584	0	191	191	3207	3207	3202	3202	7695	7695	45.2858478966	2.21	0.868245408644	11	714	62	82	3	0	0	0	27	2	UID2566	k__Bacteria	unresolved	45.2858478966	0.611584	714	0.868245408644	11	525	42.588785261	7.01104947332	3.85675681905	1.76836328516	3363.96571429	1451.8143246
OS_PC_MetaG.co.79	k__Bacteria (UID2495)	2993	147	91	92.24	6.59	11.11	4005003	0	310	310	23749	23749	12919	12919	112953	112953	50.6892254513	1.79	0.89029221701	11	3561	24	119	3	0	1	0	28	0	UID2567	k__Bacteria	p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas_aurantiaca	50.6892254513	4.005003	3561	0.89029221701	11	437	42.2586454603	6.79030286123	4.14570185126	1.51362052744	3610.01372998	1216.80246458
OS_PC_MetaG.co.78	k__Bacteria (UID209)	5443	105	59	87.29	1.69	100.00	1350492	0	136	136	13154	13154	9930	9930	115345	115345	30.5530873193	1.92	0.862582673574	11	1355	22	82	1	0	0	0	28	0	UID209	k__Bacteria	p__Thermotogae;c__Thermotogae;o__Thermotogales;f__Thermotogaceae	30.5530873193	1.350492	1355	0.862582673574	11	5443	49.2802786832	13.0437086269	3.80716384788	1.82606099193	3594.01377917	1662.99947452
MM_PC_MetaG.co.79	k__Archaea (UID2)	207	149	107	3.74	0.00	0.00	463807	0	127	127	3778	3778	3652	3652	12352	12352	33.7629660613	2.54	0.839172328145	11	746	145	4	0	0	0	0	2	0	UID60	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales	unresolved	33.7629660613	0.463807	746	0.839172328145	11	11	41.0744786565	2.19916782413	3.27194190909	1.12292978568	3063.18181818	781.250957024
MM_PC_MetaG.co.78	k__Bacteria (UID2565)	2921	152	93	87.46	2.42	0.00	1969622	0	133	133	21221	21221	14809	14809	78349	78349	36.5110158193	1.98	0.89744225034	11	1824	14	135	3	0	0	0	42	0	UID2982	k__Bacteria	p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae	36.5110158193	1.969622	1824	0.89744225034	11	88	44.2282294983	7.81376598976	2.42188205682	2.19213346454	2142.11363636	1851.65080175
MM_PC_MetaG.co.77	k__Bacteria (UID1452)	924	151	101	54.86	0.83	0.00	833661	0	136	136	7613	7613	6129	6129	22621	22621	40.0950746167	2.96	0.920137801816	11	1021	52	97	2	0	0	0	35	1	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	40.0950746167	0.833661	1021	0.920137801816	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
MM_PC_MetaG.co.76	k__Bacteria (UID203)	5449	103	57	100.00	92.11	3.00	3164638	0	239	239	32456	32456	13241	13241	310783	310783	45.1861160739	4.50	0.916942474937	11	3081	0	9	91	3	0	0	2	40	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	45.1861160739	3.164638	3081	0.916942474937	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
MM_PC_MetaG.co.75	c__Deltaproteobacteria (UID3216)	83	247	155	94.98	1.61	0.00	4129477	0	482	482	11982	11982	8567	8567	40686	40686	49.1560311391	2.73	0.914477789802	11	4053	27	216	4	0	0	0	24	1	UID3225	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae	g__Desulfotignum	49.1560311391	4.129477	4053	0.914477789802	11	6	48.0899491158	3.47871083047	5.17597633333	0.656977837799	4723.5	539.736278195
MM_PC_MetaG.co.74	k__Bacteria (UID203)	5449	102	56	24.11	5.36	25.00	4255797	0	1155	1155	3670	3670	3684	3684	51463	51463	43.1807015231	5.24	0.890417705544	11	4510	86	14	1	1	0	0	4	1	UID3225	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae	g__Desulfobacula;s__Desulfobacula_toluolica	43.1807015231	4.255797	4510	0.890417705544	11	6	48.0899491158	3.47871083047	5.17597633333	0.656977837799	4723.5	539.736278195
MM_PC_MetaG.co.73	root (UID1)	5656	56	24	0.00	0.00	0.00	1297486	0	342	342	3986	3986	3793	3793	20129	20129	42.4579533035	3.83	0.89861547639	11	1993	56	0	0	0	0	0	0	0	NA	NA	unresolved	42.4579533035	1.297486	1993	0.89861547639	11	NA	NA	NA	NA	NA	NA	NA
MM_PC_MetaG.co.72	root (UID1)	5656	56	24	0.00	0.00	0.00	473054	0	94	94	5882	5882	5032	5032	48901	48901	37.1974446892	4.27	0.911054551912	11	711	56	0	0	0	0	0	0	0	NA	NA	unresolved	37.1974446892	0.473054	711	0.911054551912	11	NA	NA	NA	NA	NA	NA	NA
MM_PC_MetaG.co.71	k__Archaea (UID2)	207	149	107	88.32	0.93	0.00	906258	0	6	6	555152	555152	151043	151043	555152	555152	51.0039083793	3.32	0.924393495009	11	1030	14	134	1	0	0	0	42	0	UID1	k__Archaea (root)	k__Archaea	51.0039083793	0.906258	1030	0.924393495009	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
MM_PC_MetaG.co.70	k__Bacteria (UID2495)	2993	147	91	78.10	27.40	0.00	1729589	0	361	361	5356	5356	4791	4791	23214	23214	45.5558517081	2.92	0.922778764204	11	1873	38	76	29	3	1	0	18	9	UID2566	k__Bacteria	unresolved	45.5558517081	1.729589	1873	0.922778764204	11	525	42.588785261	7.01104947332	3.85675681905	1.76836328516	3363.96571429	1451.8143246
UML_B.co.40	k__Bacteria (UID1452)	924	161	108	43.98	0.00	0.00	474880	0	108	108	4404	4404	4397	4397	21616	21616	28.6259686658	2.48	0.914727931267	11	548	75	86	0	0	0	0	35	0	UID2307	k__Bacteria	p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas_calidirosea	28.6259686658	0.47488	548	0.914727931267	11	23	55.9597818041	5.95590811758	3.90703395652	1.73333076608	3352.7826087	1254.52443636
KR11_N3.co.60	root (UID1)	5656	56	24	0.00	0.00	0.00	251426	0	39	39	9263	9263	6446	6446	22383	22383	28.6306905412	1.87	0.885604511864	11	483	56	0	0	0	0	0	0	0	NA	NA	unresolved	28.6306905412	0.251426	483	0.885604511864	11	NA	NA	NA	NA	NA	NA	NA
OS_PC_MetaG.co.90	k__Bacteria (UID2495)	2993	143	89	63.77	2.91	33.33	862539	0	172	172	6150	6150	5014	5014	17510	17510	35.1310491468	4.80	0.840743433051	11	912	45	92	6	0	0	0	33	1	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	35.1310491468	0.862539	912	0.840743433051	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
OS_PC_MetaG.co.93	o__Rhizobiales (UID3447)	356	413	248	96.44	1.69	0.00	4202030	0	214	214	28150	28150	19635	19635	120348	120348	60.9155098845	1.66	0.843409256954	11	3893	27	379	7	0	0	0	29	0	UID3746	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae	g__Hyphomicrobium;s__Hyphomicrobium_denitrificans	60.9155098845	4.20203	3893	0.843409256954	11	8	61.0604339676	1.81794091826	4.12089625	0.401830977603	4022.5	453.397176877
OS_PC_MetaG.co.92	k__Bacteria (UID2570)	433	270	179	99.44	1.40	33.33	4478060	0	520	520	12796	12796	8611	8611	122724	122724	36.3585347226	2.37	0.880696998254	11	4213	1	266	3	0	0	0	43	0	UID2572	k__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales	f__Melioribacteraceae;g__Melioribacter;s__Melioribacter_roseus	36.3585347226	4.47806	4213	0.880696998254	11	2	37.6306212631	3.69749696697	3.4797055	0.1792915	3072.5	170.5
OS_PC_MetaG.co.95	c__Spirochaetia (UID2496)	72	215	125	66.67	4.67	55.56	2355187	0	402	402	6945	6945	5858	5858	47384	47384	38.8217581024	3.51	0.900741215029	11	2316	92	114	9	0	0	0	10	0	UID2502	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales	f__Spirochaetaceae	38.8217581024	2.355187	2316	0.900741215029	11	66	38.831279651	10.6533604201	2.51039843939	0.965063485649	2344.34848485	864.558172192
OS_PC_MetaG.co.94	k__Bacteria (UID2565)	2921	152	93	94.02	6.06	0.00	2140839	0	134	134	31232	31232	15976	15976	119449	119449	38.7451368365	1.97	0.925815065962	11	2132	7	134	9	2	0	0	36	6	UID2982	k__Bacteria	p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae	38.7451368365	2.140839	2132	0.925815065962	11	88	44.2282294983	7.81376598976	2.42188205682	2.19213346454	2142.11363636	1851.65080175
OS_PC_MetaG.co.97	k__Archaea (UID2)	207	149	107	78.97	0.00	0.00	1347905	0	125	125	16638	16638	10783	10783	43421	43421	29.7661185321	1.95	0.915011072739	11	1536	24	125	0	0	0	0	43	0	UID1	k__Archaea (root)	k__Archaea	29.7661185321	1.347905	1536	0.915011072739	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
OS_PC_MetaG.co.96	k__Bacteria (UID203)	5449	104	58	98.28	168.97	0.00	4052068	0	54	54	403156	403156	75038	75038	1035212	1035212	39.4143681695	3.75	0.918823919046	11	3874	1	5	8	89	1	0	1	41	UID1023	k__Bacteria;p__Firmicutes;c__Negativicutes	o__Selenomonadales	39.4143681695	4.052068	3874	0.918823919046	11	65	47.2553110318	7.98326575855	2.54663183077	0.808360712885	2465.2	791.695982831
OS_PC_MetaG.co.99	k__Bacteria (UID1452)	924	161	108	61.39	0.00	0.00	743519	0	3	3	480224	480224	247839	247839	480224	480224	39.2059920459	1.99	0.921773350782	11	758	49	112	0	0	0	0	38	0	UID2307	k__Bacteria	p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas_calidirosea	39.2059920459	0.743519	758	0.921773350782	11	23	55.9597818041	5.95590811758	3.90703395652	1.73333076608	3352.7826087	1254.52443636
OS_PC_MetaG.co.98	k__Bacteria (UID3187)	2258	188	117	94.67	2.99	0.00	3108139	0	141	141	35136	35136	22043	22043	114139	114139	51.6005236574	4.22	0.887792663069	11	2886	10	174	4	0	0	0	43	0	UID3198	k__Bacteria	p__Acidobacteria	51.6005236574	3.108139	2886	0.887792663069	11	17	59.2923023901	3.01115477033	5.48641088235	1.58822161948	4711.64705882	1221.85750306
OSL_B.co.8	root (UID1)	5656	56	24	0.00	0.00	0.00	10226	0	4	4	2735	2735	2556	2556	2921	2921	40.661060043	2.02	0.831801290827	11	15	56	0	0	0	0	0	0	0	NA	NA	unresolved	40.661060043	0.010226	15	0.831801290827	11	NA	NA	NA	NA	NA	NA	NA
KR11_S1_MetaG.co.11	root (UID1)	5656	56	24	0.00	0.00	0.00	5527	0	1	1	5527	5527	5527	5527	5527	5527	44.6897050841	0.00	0.960014474398	11	8	56	0	0	0	0	0	0	0	NA	NA	unresolved	44.6897050841	0.005527	8	0.960014474398	11	NA	NA	NA	NA	NA	NA	NA
KR11_S1_MetaG.co.10	root (UID1)	5656	56	24	4.17	0.00	0.00	303971	0	15	15	44075	44075	20264	20264	112424	112424	49.2609492353	4.44	0.866148415474	11	323	55	1	0	0	0	0	0	0	NA	NA	unresolved	49.2609492353	0.303971	323	0.866148415474	11	NA	NA	NA	NA	NA	NA	NA
KR11_S1_MetaG.co.13	k__Bacteria (UID203)	5449	103	57	45.15	0.00	0.00	541976	0	151	151	3438	3438	3589	3589	26015	26015	38.3769761023	3.57	0.851404859256	11	606	63	40	0	0	0	0	9	0	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	38.3769761023	0.541976	606	0.851404859256	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
KR11_S1_MetaG.co.12	root (UID1)	5656	56	24	0.00	0.00	0.00	23960	0	8	8	2753	2753	2995	2995	6104	6104	55.2504173623	5.12	0.833639398998	11	24	56	0	0	0	0	0	0	0	NA	NA	unresolved	55.2504173623	0.02396	24	0.833639398998	11	NA	NA	NA	NA	NA	NA	NA
Modern_marine_glass_biofilm.co.150	k__Bacteria (UID203)	5449	104	58	21.03	3.45	50.00	1756026	0	396	396	4607	4607	4434	4434	51799	51799	68.5707956488	1.81	0.902396092085	11	2025	89	13	2	0	0	0	2	0	UID1455	k__Bacteria;p__Actinobacteria;c__Actinobacteria	o__Acidimicrobiales;f__Acidimicrobiaceae;g__Acidimicrobium;s__Acidimicrobium_ferrooxidans	68.5707956488	1.756026	2025	0.902396092085	11	701	64.9347552715	6.79360806754	4.49661965906	2.15301080913	4175.64194009	1972.29652275
Modern_marine_glass_biofilm.co.151	k__Archaea (UID2)	207	149	107	88.79	56.07	1.15	2525314	0	210	210	14881	14881	12025	12025	58011	58011	38.1276546204	1.67	0.91454607229	11	2677	13	59	72	5	0	0	17	26	UID1	k__Archaea (root)	k__Archaea	38.1276546204	2.525314	2677	0.91454607229	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
Modern_marine_glass_biofilm.co.152	k__Bacteria (UID203)	5449	104	58	99.53	117.73	5.41	5703753	0	158	158	59131	59131	36099	36099	224499	224499	38.7568676273	1.91	0.946480676846	11	5606	3	31	51	18	1	0	21	19	UID3158	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae	g__Sulfurimonas	38.7568676273	5.703753	5606	0.946480676846	11	5	38.2480464877	4.71766860317	2.4974222	0.327330592277	2522.6	324.89850723
Modern_marine_glass_biofilm.co.153	c__Deltaproteobacteria (UID3216)	83	247	155	91.94	6.37	64.29	3926499	0	798	798	5599	5599	4920	4920	36825	36825	55.3901325328	4.52	0.873351043767	11	4249	15	218	14	0	0	0	42	1	UID3217	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	o__Syntrophobacterales;f__Syntrophaceae;g__Desulfomonile;s__Desulfomonile_tiedjei	55.3901325328	3.926499	4249	0.873351043767	11	62	56.1284551379	8.30705690322	4.24122095161	0.949111478087	3829.01612903	789.75088951
Old_saline_glass_biofilm.co.22	c__Deltaproteobacteria (UID3216)	83	247	155	34.15	0.65	0.00	1742899	0	406	406	4629	4629	4292	4292	18158	18158	68.6470644598	1.84	0.924192394396	11	1853	150	96	1	0	0	0	21	0	UID3292	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae	unresolved	68.6470644598	1.742899	1853	0.924192394396	11	7	72.0773708179	2.90623334582	7.29634157143	2.54353073465	6099.57142857	1832.12116389
Old_saline_glass_biofilm.co.23	root (UID1)	5656	56	24	0.00	0.00	0.00	5692	0	1	1	5692	5692	5692	5692	5692	5692	31.5003513703	0.00	0.890899508082	11	9	56	0	0	0	0	0	0	0	NA	NA	unresolved	31.5003513703	0.005692	9	0.890899508082	11	NA	NA	NA	NA	NA	NA	NA
Old_saline_glass_biofilm.co.20	k__Bacteria (UID203)	5449	103	57	15.71	0.00	0.00	170065	0	62	62	2546	2546	2742	2742	6507	6507	33.8017816717	2.45	0.869620439244	11	179	89	14	0	0	0	0	6	0	UID2329	k__Bacteria	p__Tenericutes;c__Mollicutes	33.8017816717	0.170065	179	0.869620439244	11	174	29.3511519692	4.74536573391	1.46226449425	0.950537413827	1377.33908046	1002.10203496
Old_saline_glass_biofilm.co.21	root (UID1)	5656	56	24	0.00	0.00	0.00	43821	0	4	4	34822	34822	10955	10955	34822	34822	39.8119623012	2.62	0.982588256772	11	11	56	0	0	0	0	0	0	0	NA	NA	unresolved	39.8119623012	0.043821	11	0.982588256772	11	NA	NA	NA	NA	NA	NA	NA
KR13_N2.co.89	k__Bacteria (UID1452)	924	151	101	71.29	5.94	0.00	1510165	0	25	25	209049	209049	60406	60406	565246	565246	37.904136303	1.67	0.89919776978	11	1252	33	111	7	0	0	0	39	1	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	37.904136303	1.510165	1252	0.89919776978	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
KR13_N2.co.88	k__Bacteria (UID203)	5449	103	57	18.42	0.00	0.00	235353	0	92	92	2473	2473	2558	2558	5436	5436	47.6815676877	3.50	0.89375108879	11	300	92	11	0	0	0	0	1	0	UID3195	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae	g__Thermodesulfovibrio	47.6815676877	0.235353	300	0.89375108879	11	4	40.4354512169	10.734191293	2.5603085	1.01636770309	2628.5	976.721429068
KR13_N2.co.85	k__Bacteria (UID3060)	138	338	246	63.41	1.22	0.00	1039708	0	32	32	46039	46039	32490	32490	87705	87705	28.7048863719	1.26	0.923472744271	11	957	106	229	3	0	0	0	42	0	UID3061	k__Bacteria;p__Proteobacteria	c__Epsilonproteobacteria	28.7048863719	1.039708	957	0.923472744271	11	115	34.943415927	5.4594829941	1.85581446087	0.335223327464	1927.9826087	362.684243616
KR13_N2.co.84	k__Bacteria (UID203)	5449	104	58	96.55	102.27	3.57	4371509	0	255	255	22725	22725	17143	17143	78419	78419	42.1643418783	3.07	0.891869603837	11	4158	2	31	55	13	3	0	21	21	UID2982	k__Bacteria	p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae	42.1643418783	4.371509	4158	0.891869603837	11	88	44.2282294983	7.81376598976	2.42188205682	2.19213346454	2142.11363636	1851.65080175
KR13_N2.co.87	k__Bacteria (UID203)	5449	103	57	100.00	115.31	23.44	5707936	0	837	837	8280	8280	6819	6819	123705	123705	41.3875348287	2.76	0.868954206915	11	5970	0	14	74	12	3	0	10	33	UID3230	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae	g__Desulfosarcina;s__	41.3875348287	5.707936	5970	0.868954206915	11	2	48.0397321851	6.80738320489	4.041273	0.440702	3806.0	170.0
KR13_N2.co.86	root (UID1)	5656	56	24	0.00	0.00	0.00	6913	0	3	3	2167	2167	2304	2304	2721	2721	38.9555909157	0.99	0.801388687979	11	6	56	0	0	0	0	0	0	0	NA	NA	unresolved	38.9555909157	0.006913	6	0.801388687979	11	NA	NA	NA	NA	NA	NA	NA
KR13_N2.co.81	root (UID1)	5656	56	24	95.83	502.00	7.04	8899327	0	774	774	17235	17235	11497	11497	115210	115210	43.6860225498	2.96	0.923877277462	11	9499	1	0	0	0	1	54	0	42	NA	NA	unresolved	43.6860225498	8.899327	9499	0.923877277462	11	NA	NA	NA	NA	NA	NA	NA
KR13_N2.co.80	root (UID1)	5656	56	24	0.00	0.00	0.00	167012	0	23	23	37469	37469	7261	7261	48466	48466	50.3885948315	9.63	0.890594687807	11	161	56	0	0	0	0	0	0	0	NA	NA	unresolved	50.3885948315	0.167012	161	0.890594687807	11	NA	NA	NA	NA	NA	NA	NA
